TED_source	TED_ref	Facebook-AI	Manifold	metricsystem1	metricsystem2	metricsystem3	metricsystem4	metricsystem5	Nemo	NiuTrans	Online-A	Online-B	Online-G	Online-W	Online-Y
And there is as many different kinds of pollen as there are flowering plants.	Существует столько же разных типов пыльцы, сколько цветковых растений.	И существует столько же различных видов пыльцы, сколько цветущих растений.	И разных видов пыльцы столько же, сколько и цветущих растений.	А видов пыльцы столько же, сколько и цветковых растений.	А видов пыльцы столько же, сколько цветущих растений.	И существует столько разных видов пыльцы, сколько цветковых растений.	И видов пыльцы столько же, сколько и цветковых растений.	И существует столько же различных видов пыльцы, сколько цветущих растений.	И разных видов пыльцы столько же, сколько цветковых растений.	И разных видов пыльцы столько же, сколько цветущих растений.	А разных видов пыльцы столько же, сколько цветковых растений.	А видов пыльцы столько же, сколько цветущих растений.	И существует столько же различных видов пыльцы, сколько цветущих растений.	Существует столько же различных видов пыльцы, сколько и цветущих растений.	И существует столько же различных видов пыльцы, сколько и цветущих растений.
And that's actually rather useful for forensics and so on.	Кстати, это можно применить в криминалистике и не только.	И это на самом деле довольно полезно для криминалистики и так далее.	И это на самом деле довольно полезно для криминалистики и так далее.	И это на самом деле довольно полезно для криминалистики и так далее.	И это действительно очень полезно для криминалистики и так далее.	И это на самом деле довольно полезно для криминалистики и так далее.	И это на самом деле довольно полезно для криминалистики и так далее.	И это на самом деле довольно полезная судебная экспертиза и так далее.	И это на самом деле довольно полезно для криминалистики и так далее.	И это на самом деле очень полезно для криминалистов и так далее.	И это на самом деле довольно полезно для криминалистики и так далее.	И это действительно очень полезно для криминалистики и так далее.	И это на самом деле довольно полезно для криминалистики и так далее.	И это очень полезно для криминалистики и так далее.	И это очень полезно для криминалистики и так далее.
Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.	В основном, пыльца, которая вызывает аллергию - это пыльца растений, использующих ветер для её распространения. Это очень неэффективный процесс, вот поэтому-то она так сильно забивается в наши носы.	Большая часть пыльцы, которая вызывает у нас сенную лихорадку, происходит от растений, которые используют ветер для распространения пыльцы, и это очень неэффективный процесс, поэтому она так часто попадает нам в нос.	Большинство пыльцы, которая вызывает у нас сенную лихорадку, происходит от растений, которые используют ветер для распространения пыльцы, и это очень неэффективный процесс, поэтому она так сильно поднимает нам нос.	Большая часть пыльцы, которая вызывает у нас сенную лихорадку, происходит от растений, которые используют ветер для распространения пыльцы, и это очень неэффективный процесс, поэтому она так часто попадает нам в нос.	Большая часть пыльцы, вызывающей у нас сенную лихорадку, поступает от растений, которые используют ветер для распространения пыльцы, а это очень неэффективный процесс, поэтому он так сильно поднимает наши носы.	Большинство пыльцы, которая вызывает у нас сенную лихорадку, происходит от растений, которые используют ветер для распространения пыльцы, и это очень неэффективный процесс, поэтому он так сильно поднимает нам нос.	Большая часть пыльцы, которая вызывает у нас сенную лихорадку, происходит от растений, которые используют ветер для распространения пыльцы, и это очень неэффективный процесс, поэтому она так часто попадает нам в нос.	Большая часть пыльцы, которая вызывает у нас сенную лихорадку, - это растения, которые используют ветер для распространения пыльцы, и это очень неэффективный процесс, поэтому он так сильно поднимает нам нос.	Большая часть пыльцы, которая вызывает у нас сенную лихорадку, происходит от растений, которые используют ветер для распространения пыльцы, и это очень неэффективный процесс, поэтому он так сильно поднимает наши носы.	Большая часть пыльцы, которая вызывает у нас сенную лихорадку, - это растения, которые используют ветер для распространения пыльцы, и это очень неэффективный процесс, поэтому она так сильно встает нам в нос.	Большая часть пыльцы, которая вызывает сенную лихорадку у нас, происходит от растений, которые используют ветер для распространения пыльцы, и это очень неэффективный процесс, поэтому он так сильно поднимает нам нос.	Большая часть пыльцы, вызывающей у нас сенную лихорадку, поступает от растений, которые используют ветер для распространения пыльцы, и это очень неэффективный процесс, поэтому он так сильно поднимает наши носы.	Большая часть пыльцы, вызывающей у нас сенную лихорадку, происходит от растений, которые используют ветер для распространения пыльцы, и это очень неэффективный процесс, поэтому она так часто попадает нам в нос.	Большинство пыльцы, которая вызывает у нас сенную лихорадку, - это пыльца растений, которые распространяют ее с помощью ветра, и это очень неэффективный процесс, поэтому она так сильно бьет нам в нос.	Больше всего пыльцы, вызывающей сенную лихорадку, происходит от растений, которые используют ветер для распространения пыльцы, и это очень неэффективный процесс, поэтому она так сильно поднимает наши носы.
Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.	Растениям приходится выбрасывать огромные массы пыльцы, в надежде, что половые клетки, мужские половые клетки, которые содержатся в пыльце, как-нибудь случайно доберутся до другого цветка, абсолютно случайно.	Потому что вы должны выбрасывать его массами и массами, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые содержатся в пыльце, каким-то образом случайно достигнут другого цветка.	Потому что вы должны вырезать из него массы и массы, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые удерживаются в пыльце, каким-то образом достигнут другого цветка просто случайно.	Потому что вы должны выбрасывать массу и массу этого, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые удерживаются внутри пыльцы, каким-то образом случайно достигнут другого цветка.	Потому что вы должны выбрасывать массы и массы, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые удерживаются в пыльце, каким-то образом случайно достигнут другого цветка.	Потому что вы должны разбрасывать массы и массы этого, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые содержатся в пыльце, каким-то образом случайно достигнут другого цветка.	Потому что вы должны выбрасывать массу и массу этого, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые удерживаются в пыльце, каким-то образом случайно достигнут другого цветка.	Потому что вы должны выбрасывать массы и массы из нее, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые удерживаются внутри пыльцы, каким-то образом достигнут другого цветка просто случайно.	Потому что вам приходится выкидывать его массы и массы, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые находятся внутри пыльцы, каким-то образом случайно достигнут другого цветка.	Потому что вы должны вытаскивать из него массы и массы, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые содержатся в пыльце, случайно каким-то образом дойдут до другого цветка.	Потому что вы должны выбрасывать из него массы и массы, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые содержатся внутри пыльцы, каким-то образом достигнут другого цветка просто случайно.	Потому что вы должны выбрасывать массы и массы, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые содержатся в пыльце, каким-то образом случайно достигнут другого цветка.	Потому что вы должны выбрасывать массу и массу его, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые содержатся в пыльце, каким-то образом случайно достигнут другого цветка.	Потому что вам приходится выбрасывать массу и массу ее, надеясь, что ваши половые клетки, ваши мужские половые клетки, которые содержатся в пыльце, каким-то образом случайно попадут на другой цветок.	Потому что вы должны выбивать их массы и массы, надеясь, что ваши половые клетки, мужские половые клетки, которые удерживаются внутри пыльцы, каким-то образом дойдут до другого цветка случайно.
So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.	Пыльца всех трав, а значит, и всех зерновых культур, и пыльца большей части деревьев, переносится ветром.	Таким образом, все травы, то есть все зерновые культуры, и большинство деревьев имеют переносимую ветром пыльцу.	Таким образом, все травы, что означает все зерновые культуры, и большинство деревьев имеют пыльцу, переносимую ветром.	Таким образом, все травы, то есть все зерновые культуры, и большинство деревьев имеют пыльцу, переносимую ветром.	Итак, все травы, то есть все зерновые культуры, и большинство деревьев имеют пыльцу, переносимую ветром.	Таким образом, все травы, что означает все зерновые культуры, и большинство деревьев имеют переносимую ветром пыльцу.	Таким образом, все травы, что означает все зерновые культуры, и большинство деревьев имеют пыльцу, переносимую ветром.	Итак, все травы, что означает все зерновые культуры, и большинство деревьев имеют пыльцу, переносимую ветром.	Таким образом, все травы, то есть все зерновые культуры, и большинство деревьев имеют переносимую ветром пыльцу.	Таким образом, все травы, то есть все зерновые культуры, и большинство деревьев имеют переносимую ветром пыльцу.	Таким образом, все травы, что означает все зерновые культуры, и большинство деревьев имеют пыльцу, переносимую ветром.	Итак, все травы, то есть все зерновые культуры, и большинство деревьев имеют пыльцу, переносимую ветром.	Таким образом, все травы, а значит, и все зерновые культуры, и большинство деревьев имеют пыльцу, переносимую ветром.	Поэтому все травы, то есть все зерновые культуры, и большинство деревьев имеют пыльцу, переносимую ветром.	Таким образом, все травы, что означает все зерновые культуры, и большинство деревьев имеют ветровидную пыльцу.
But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.	Однако большая часть видов использует для этого насекомых. В некоторой степени, это более разумно, потому что требуется меньше пыльцы.	Но большинство видов на самом деле используют насекомых для выполнения своих задач, и это в некотором смысле более разумно, потому что пыльца им не так нужна.	Но большинство видов на самом деле используют насекомых, чтобы делать свое дело, и это более разумно в некотором смысле, потому что пыльца им не так нужна.	Но большинство видов на самом деле используют насекомых для выполнения своих приказов, и это в некотором смысле более разумно, потому что пыльца им не нужна так много.	Но большинство видов на самом деле используют насекомых для выполнения своих задач, и это в некотором смысле более разумно, потому что пыльца им не нужна.	Но большинство видов на самом деле используют насекомых для выполнения своих указаний, и это в некотором смысле более разумно, потому что пыльца им не так нужна.	Но большинство видов на самом деле используют насекомых для выполнения своих приказов, и это более разумно, потому что пыльца им не нужна так много.	Но большинство видов на самом деле используют насекомых, чтобы выполнять свои приказы, и это более разумно в некотором смысле, потому что пыльца, им не нужно так много.	Но большинство видов на самом деле используют насекомых для выполнения своих приказов, и это в некотором смысле более разумно, потому что пыльца им не нужна так много.	Но большинство видов на самом деле используют насекомых, чтобы выполнять свои приказы, и это более умно в некотором смысле, потому что пыльца, они не нуждаются в ней так много.	Но большинство видов на самом деле используют насекомых, чтобы выполнять свои приказы, и это в некотором смысле более разумно, потому что пыльца, им не нужно так много.	Но большинство видов на самом деле используют насекомых для выполнения своих задач, и это в некотором смысле более разумно, потому что пыльца им не нужна.	Но большинство видов на самом деле используют насекомых, чтобы выполнять свои приказы, и это в некотором смысле более разумно, потому что пыльца им не нужна в таком большом количестве.	Но большинство видов используют для этого насекомых, и это в некотором смысле более разумно, потому что пыльцы им нужно не так много.	Но большинство видов используют насекомых для своих торгов, и это в некотором смысле более разумно, потому что пыльца не нуждается в ней так много.
The insects and other species can take the pollen, transfer it directly to where it's required.	Насекомые и другие виды могут брать пыльцу и переносить её туда, где она нужна.	Насекомые и другие виды могут брать пыльцу, переносить ее прямо туда, где она необходима.	Насекомые и другие виды могут взять пыльцу, перенести ее прямо туда, где это необходимо.	Насекомые и другие виды могут взять пыльцу и перенести ее непосредственно туда, где она требуется.	Насекомые и другие виды могут взять пыльцу и перенести ее прямо туда, где это необходимо.	Насекомые и другие виды могут взять пыльцу и перенести ее туда, где она требуется.	Насекомые и другие виды могут взять пыльцу, перенести ее непосредственно туда, где она требуется.	Насекомые и другие виды могут взять пыльцу, перенести ее непосредственно туда, где это требуется.	Насекомые и другие виды могут брать пыльцу, переносить ее прямо туда, где это необходимо.	Насекомые и другие виды могут брать пыльцу, переносить ее прямо туда, где это необходимо.	Насекомые и другие виды могут брать пыльцу, переносить ее непосредственно туда, где это необходимо.	Насекомые и другие виды могут взять пыльцу и перенести ее прямо туда, где это необходимо.	Насекомые и другие виды могут взять пыльцу и перенести ее непосредственно туда, где это необходимо.	Насекомые и другие виды могут забирать пыльцу и переносить ее прямо туда, где она необходима.	Насекомые и другие виды могут взять пыльцу, перенести ее туда, где она необходима.
So we're aware, obviously, of the relationship between insects and plants.	Понятно, что нам известны взаимоотношения между насекомыми и растениями.	Таким образом, мы, очевидно, знаем о взаимосвязи между насекомыми и растениями.	Так что мы знаем, очевидно, о связи между насекомыми и растениями.	Итак, мы, очевидно, знаем об отношениях между насекомыми и растениями.	Итак, мы, очевидно, осознаем взаимосвязь между насекомыми и растениями.	Итак, мы знаем, очевидно, об отношениях между насекомыми и растениями.	Итак, мы знаем, очевидно, об отношениях между насекомыми и растениями.	Так что мы знаем, очевидно, о взаимоотношениях между насекомыми и растениями.	Так что мы знаем, очевидно, о связи между насекомыми и растениями.	Поэтому мы, очевидно, знаем о взаимосвязи между насекомыми и растениями.	Таким образом, мы знаем, очевидно, о взаимоотношениях между насекомыми и растениями.	Итак, мы, очевидно, осознаем взаимосвязь между насекомыми и растениями.	Таким образом, мы, очевидно, знаем о взаимосвязи между насекомыми и растениями.	Итак, мы знаем, очевидно, о взаимоотношениях между насекомыми и растениями.	Таким образом, очевидно, мы знаем о взаимосвязи между насекомыми и растениями.
There's a symbiotic relationship there, whether it's flies or birds or bees, they're getting something in return, and that something in return is generally nectar.	Это симбиотические отношения: будь то мухи, птицы или пчёлы - все они что-то получают взамен, и это что-то обычно является нектаром.	Там есть симбиотические отношения, будь то мухи, птицы или пчелы, они получают что-то взамен, и это что-то взамен, как правило, нектар.	Там есть симбиотические отношения, будь то мухи, птицы или пчелы, они получают что-то взамен, и что что-то взамен, как правило, является нектаром.	Там есть симбиотические отношения, будь то мухи, птицы или пчелы, они получают что-то взамен, и это что-то взамен, как правило, нектар.	Там есть симбиотические отношения, будь то мухи, птицы или пчелы, они что-то получают взамен, а это что-то взамен, как правило, нектар.	Там есть симбиотические отношения, будь то мухи, птицы или пчелы, они получают что-то взамен, и что-то взамен, как правило, нектар.	Там есть симбиотические отношения, будь то мухи, птицы или пчелы, они получают что-то взамен, и это что-то взамен, как правило, нектар.	Там есть симбиотические отношения, будь то мухи или птицы или пчелы, они получают что-то взамен, и что что-то взамен - это вообще нектар.	Там есть симбиотические отношения, будь то мухи, птицы или пчелы, они получают что-то взамен, а что-то взамен, как правило, нектар.	Там есть симбиотические отношения, будь то мухи, птицы или пчелы, они получают что-то взамен, и что что-то взамен, как правило, нектар.	Там есть симбиотические отношения, будь то мухи, птицы или пчелы, они получают что-то взамен, и что-то взамен, как правило, нектар.	Там есть симбиотические отношения, будь то мухи, птицы или пчелы, они что-то получают взамен, а это что-то взамен, как правило, нектар.	Там есть симбиотические отношения, будь то мухи, птицы или пчелы, они получают что-то взамен, и это что-то взамен, как правило, нектар.	Это симбиотические отношения, будь то мухи, птицы или пчелы, они получают что-то взамен, и это что-то взамен, как правило, нектар.	Там есть симбиотические отношения, будь то мухи, птицы или пчелы, они получают что-то взамен, и что-то взамен обычно является нектаром.
Sometimes that symbiosis has led to wonderful adaptations -- the hummingbird hawk-moth is beautiful in its adaptation.	В некоторых случаях этот симбиоз привёл к изумительным адаптациям — так, колибри ястреб-моль прекрасна в своей адаптации.	Иногда этот симбиоз приводил к чудесным адаптациям - колибри-ястребиная моль прекрасна в своей адаптации.	Иногда этот симбиоз приводил к чудесным приспособлениям - ястребиная моль колибри прекрасна в своей адаптации.	Иногда этот симбиоз приводил к чудесным приспособлениям — бражник-колибри прекрасен в своем приспособлении.	Иногда этот симбиоз приводил к чудесным приспособлениям - колибри-ястреб-моль прекрасна в своем приспособлении.	Иногда этот симбиоз приводил к чудесным приспособлениям - ястреб-колибри прекрасен в своей адаптации.	Иногда этот симбиоз приводил к замечательным приспособлениям - бражник колибри прекрасен в своей адаптации.	Иногда этот симбиоз приводил к замечательным адаптациям - бражник-колибри прекрасен в своей адаптации.	Иногда этот симбиоз приводил к чудесным адаптациям - ястребиная моль колибри прекрасна в своей адаптации.	Иногда этот симбиоз приводил к замечательным адаптациям - колибри ястребиная моль прекрасна в своей адаптации.	Иногда этот симбиоз приводил к замечательным адаптациям - колибри ястреб-мотылок прекрасен в своей адаптации.	Иногда этот симбиоз приводил к чудесным приспособлениям - колибри-ястребиная моль прекрасна в своем приспособлении.	Иногда этот симбиоз приводил к замечательным адаптациям-колибри-ястреб-мотылек прекрасен в своей адаптации.	Иногда этот симбиоз приводит к прекрасным адаптациям - ястреб-мотылек колибри прекрасен в своей адаптации.	Иногда этот симбиоз приводил к замечательным адаптациям — колибри ястребиная моль прекрасна в своей адаптации.
The plant gets something, and the hawk-moth spreads the pollen somewhere else.	Растение получает своё - ястребиная моль распространяет пыльцу в другом месте.	Растение получает что-то, а ястребиная моль распространяет пыльцу в другом месте.	Растение что-то получает, а ястребиная моль распространяет пыльцу куда-то еще.	Растение что-то получает, а бражник разносит пыльцу куда-то еще.	Растение что-то получает, а ястребиная моль разносит пыльцу в другое место.	Растение получает что-то, и ястребинка распространяет пыльцу где-то еще.	Растение что-то получает, а бражник распространяет пыльцу куда-то еще.	Растение что-то получает, а бражник распространяет пыльцу в другом месте.	Растение что-то получает, а ястребиная моль распространяет пыльцу где-то еще.	Растение что-то получает, а ястребиная моль распространяет пыльцу куда-нибудь еще.	Растение что-то получает, а ястребиная моль распространяет пыльцу куда-то еще.	Растение что-то получает, а ястребиная моль разносит пыльцу в другое место.	Растение что-то получает, а ястреб-мотылек распространяет пыльцу где-то еще.	Растение получает что-то, а мотылек-ястреб распространяет пыльцу в другом месте.	Растение что-то получает, а ястребиная моль распространяет пыльцу где-то в другом месте.
Plants have evolved to create little landing strips here and there for bees that might have lost their way.	Растения эволюционировали так, что создали маленькие посадочные полосы в разных местах для пчёл, чтобы те не потерялись.	Растения эволюционировали, чтобы создавать небольшие взлетно-посадочные полосы здесь и там для пчел, которые могли заблудиться.	Растения эволюционировали, чтобы создавать маленькие посадочные полосы здесь и там для пчел, которые, возможно, заблудились.	Растения эволюционировали, чтобы создавать небольшие взлетно-посадочные полосы здесь и там для пчел, которые могли заблудиться.	Растения эволюционировали, чтобы создавать здесь и там маленькие посадочные полосы для пчел, которые могли заблудиться.	Растения развивались, чтобы создавать маленькие посадочные полосы для пчел, которые могли потерять свой путь.	Растения эволюционировали, чтобы создавать небольшие посадочные полосы здесь и там для пчел, которые могли заблудиться.	Растения эволюционировали, чтобы создавать маленькие посадочные полосы здесь и там для пчел, которые могли заблудиться.	Растения эволюционировали, чтобы создавать маленькие посадочные полосы здесь и там для пчел, которые могли заблудиться.	Растения эволюционировали, чтобы создать маленькие посадочные полосы то тут, то там для пчел, которые, возможно, сбились с пути.	Растения эволюционировали, чтобы создать небольшие взлетно-посадочные полосы здесь и там для пчел, которые, возможно, заблудились.	Растения эволюционировали, чтобы создавать здесь и там маленькие посадочные полосы для пчел, которые могли сбиться с пути.	Растения эволюционировали, чтобы создавать небольшие посадочные полосы здесь и там для пчел, которые могли заблудиться.	Растения эволюционировали, чтобы создавать небольшие посадочные полосы для пчел, которые могли сбиться с пути.	Растения эволюционировали, создавая маленькие посадочные полосы здесь и там для пчел, которые могли сбиться с пути.
There are markings on many plants that look like other insects.	Многие растения имеют окраску, делающую их похожими на насекомых.	На многих растениях есть отметины, похожие на других насекомых.	На многих растениях есть надписи, похожие на других насекомых.	На многих растениях есть отметины, похожие на других насекомых.	На многих растениях есть отметины, похожие на других насекомых.	На многих растениях есть отметины, похожие на других насекомых.	На многих растениях есть отметины, похожие на других насекомых.	На многих растениях есть отметины, которые похожи на других насекомых.	На многих растениях есть маркировки, похожие на других насекомых.	На многих растениях есть маркировка, похожая на других насекомых.	На многих растениях есть отметины, которые похожи на других насекомых.	На многих растениях есть отметины, похожие на других насекомых.	На многих растениях есть отметины, похожие на других насекомых.	На многих растениях есть метки, напоминающие других насекомых.	На многих растениях есть маркировка, которая похожа на других насекомых.
These are the anthers of a lily, cleverly done so that when the unsuspecting insect lands on it, the anther flips up and whops it on the back with a great load of pollen that it then goes to another plant with.	Это — пыльники лилии, умно сделанные так, что когда ничего не подозревающее насекомое садится на них, пыльник переворачивается и ударяет его по спине, осыпая большим количеством пыльцы, с которым насекомое потом отправляется к другому растению.	Это пыльники лилии, искусно сделанные таким образом, что когда ничего не подозревающее насекомое приземляется на него, пыльник переворачивается и ударяет его по спине большим количеством пыльцы, с которой он затем переходит на другое растение.	Это антеры лилии, искусно сделанные так, что когда ничего не подозревающее насекомое приземляется на нее, антер переворачивается и бьет ее по спине большим грузом пыльцы, с которой она затем идет на другое растение.	Это пыльники лилии, искусно сделанные так, что когда ничего не подозревающее насекомое приземляется на него, пыльник поднимается вверх и сбрасывает его на спину с большим грузом пыльцы, с которой оно затем переносится на другое растение.	Это пыльники лилии, сделанные так ловко, что когда ничего не подозревающее насекомое приземляется на него, пыльник переворачивается и бросает его на спину большим количеством пыльцы, с которой оно затем отправляется к другому растению.	Это пыльники лилии, искусно сделанные таким образом, что, когда на них приземляется ничего не подозревающее насекомое, пыльник поднимается и покрывает его на спине огромным грузом пыльцы, после чего он попадает на другое растение.	Это пыльники лилии, искусно сделанные так, что, когда ничего не подозревающее насекомое приземляется на него, пыльник поднимается и набрасывает его на спину с большим грузом пыльцы, с которой оно затем отправляется на другое растение.	Это пыльники лилии, ловко сделанные так, что, когда ничего не подозревающее насекомое приземляется на него, пыльник переворачивается и колотит его по спине с большим грузом пыльцы, с которой он затем отправляется на другое растение.	Это пыльцы лилии, искусно сделанные так, что когда ничего не подозревающее насекомое приземляется на нее, муравейник переворачивается и взбивает ее на спину с большим количеством пыльцы, с которой она затем отправляется на другое растение.	Это муравьи лилии, ловко сделанные так, что когда ничего не подозревающее насекомое приземляется на нее, мурашка переворачивается вверх и ударяет ее по спине с большим грузом пыльцы, с которой она затем переходит к другому растению.	Это пыльники лилии, искусно сделанные так, что, когда ничего не подозревающий насекомое приземляется на нее, пыльник переворачивается и взмахивает его на спину с большим грузом пыльцы, с которым он затем переходит на другое растение.	Это пыльники лилии, продуманные так, что, когда ничего не подозревающее насекомое приземляется на них, пыльник переворачивается и бросает его на спину большим количеством пыльцы, с которой оно затем отправляется к другому растению.	Это пыльники лилии, искусно сделанные так, что, когда ничего не подозревающее насекомое садится на нее, пыльник переворачивается и ударяет ее по спине большим грузом пыльцы, с которой она затем отправляется на другое растение.	Это пыльники лилии, сделанные таким образом, что когда ничего не подозревающее насекомое садится на них, пыльник переворачивается и ударяет его по спине большим количеством пыльцы, которую он затем переносит на другое растение.	Это пыльники лилии, ловко сделанные так, что, когда ничего не подозревающее насекомое приземляется на нее, пыльник переворачивается вверх и колоет его на спину большим количеством пыльцы, с которой затем идет на другое растение.
